file,original_hard_label,regression_target,soft_class1_target,png_sha256
images/s000.png,0,-0.31931327627782946,0.34034336186108527,73147c10daf639c2f5c435e0a76ef9a7d9f30e406b33f645d299034abf3b2397
images/s001.png,0,0.99999999999999989,1,30a1ca88fbc8dc7d4bf10202b423a46dee298242b57616d620b179b629223c24
images/s002.png,0,-0.757907801307524,0.121046099346238,ee276ea73385b42273726adf736c70f19e9e41845ed6e1de5f2a766a1abc60b0
images/s003.png,0,-0.99999999999999989,5.5511151231257827e-17,d4f6803164d791e9a616330156f99c7caf4b75b6add347e619b364c09b52a405
images/s004.png,0,-0.56850308720734932,0.21574845639632534,23308b17bd8ed21606b689f6329ede693679ef2b801454115592be4ccade0bc8
images/s005.png,0,-0.99999999999999989,5.5511151231257827e-17,4ae02bf919393f922dab60c9b7a9d3b0e0188cdebc40798421197ef6ea73d300
images/s006.png,0,0.11921812527059855,0.5596090626352993,57397ae62df4c06df6a483b2b569f7e62345868cd9e5ceed237b255a4f200684
images/s007.png,0,0.99999999999999989,1,1255ab8daf9d4b622047c0513eaa053fda54cafa5aea24b398da851ba72d8495
images/s008.png,0,-0.99999999999999989,5.5511151231257827e-17,452d6d06226dfa3e0efa24b389916cfa84b756d10f057ce0d9503a690b9df7a1
images/s009.png,0,0.437154163074916,0.71857708153745803,216898636b66d794983b1a4a1c064db77d9e1daf9c0e9249e5a3f286cf8162df
images/s010.png,0,-0.85375527179269661,0.073122364103651694,e193346606de545fe580fcc79d039a419be75560c395433fc662b13376a67b06
images/s011.png,0,-0.99999999999999989,5.5511151231257827e-17,83cd36009eca1d587343ea9c2ba25e2567304950e34bedab000781c36a38aa55
images/s012.png,0,0.46620333822366167,0.73310166911183083,79a6a1c4e1b21373663faf1e9bf3669cbd5b95cae9fe203c91510e355b90d712
images/s013.png,0,0.99999999999999989,1,536cf8f8aff21d9d2f9a5ab51c03c90f3eda72b2971c64660d6a465bb1dd03f9
images/s014.png,0,0.99999999999999989,1,d5211db5873208f86559127eea0305209ddf861aa7466a08b3ff3fd4045994c0
images/s015.png,0,-0.91318936399944661,0.043405318000276694,57118ad2c79a9e0354599f7453023d9951a51a7f026ed38adebd0fde80320a49
images/s016.png,0,0.99999999999999989,1,ae7159f75ff6ec97b43c7e99b28b3a862c0fc3ca292aa5a604df32293860e49a
images/s017.png,0,-0.99999999999999989,5.5511151231257827e-17,d51cc9239f16d78caf22a695ddf4a455a29e952b5b1eace722299b2bcf92a14b
images/s018.png,0,-0.99999999999999989,5.5511151231257827e-17,90f4b5223c07d2e177f0e1e21840311a71a5fa2b0c00181004ac654643c635a2
images/s019.png,0,-0.99999999999999989,5.5511151231257827e-17,3d9591fc5c4eafb967b7e57c14e687ae2b4d594f936861665a338f05239cec1f
images/s020.png,0,-0.99999999999999989,5.5511151231257827e-17,97b637ff436e032b76818eaa92b2ba13df09ab2f42c055ca488bb1586a3bef9c
images/s021.png,0,-0.99999999999999989,5.5511151231257827e-17,0e19dca07557028e756964c5f456d6f4d585fedbc623e3eb0dc0cb5c635ae617
images/s022.png,0,-0.7028636839652217,0.14856815801738915,e544c130bfda7d286169f5964e0c7d806eccf2023cfecc1f227656149e82180c
images/s023.png,0,-0.99999999999999989,5.5511151231257827e-17,2e6f957dd87319408d9d15f2c2f65415446822b6c683a40338c8bd96276a6b77
images/s024.png,0,0.99999999999999989,1,73a09349cd045449316151ae12c803236cb2f0ecb2baeb87aa6a6f4bfcecf20b
images/s025.png,0,-0.99999999999999989,5.5511151231257827e-17,57414cfebc160df019d5a1324aca75a066da74864ceb9750474609a0a9ef800b
images/s026.png,0,0.99999999999999989,1,dbca0d96676fd16020113f4d07cd61a5a62ee72d5041a30c14f9668a6099d625
images/s027.png,0,0.81273423467710593,0.90636711733855302,5cb3e947405b5e61f7a5d44af7b1fcaa9c110e1264c9257e518df37e07b6d985
images/s028.png,0,-0.23846869341631874,0.38076565329184064,ed578ef221d83c8ed5ac5b17ff83013557e2293d95e46411c36038f97c1bdf20
images/s029.png,0,-0.99999999999999989,5.5511151231257827e-17,5285cf6b0a310f00b2fa4f48d33d74b76e1756089bfd5acd0b359061c71bc7f4
images/s030.png,0,0.99999999999999989,1,3bfc2218145ffb852ec57770067a3f8ad63ac00f1fa3bad4a6af296346879521
images/s031.png,0,-0.086397269455236611,0.45680136527238169,818025dd30acbf56ea1982805f2126d2d10149316557dd933a41da9f69b16142
images/s032.png,0,-0.99999999999999989,5.5511151231257827e-17,da12485b367b552462ab97f26d465549b1f242e45eb62400f8286a1f206f6bce
images/s033.png,0,0.99999999999999989,1,0c45b46535ca8d6ec31e99a1597ba4964a3b0a7a4d4a27dd8200d1c48121c633
images/s034.png,0,-0.99999999999999989,5.5511151231257827e-17,eb5736777abdddfb38a642894cc56a8116c2e69dbe1ac73e405347f178a5ca4c
images/s035.png,0,-0.99999999999999989,5.5511151231257827e-17,48df243bd715d31a478fbcce124bf7e207d34970f279e34e7fa989070cbbe760
images/s036.png,0,0.4265839246371369,0.71329196231856851,b78c16fa60d5825a82297941413f19dfe9f7d3d2df85530072b324d4b3bd3cdd
images/s037.png,0,-0.3877658786614564,0.3061170606692718,279a7ab4fada3f95420cd9a4034b18023569a4a40a14eb12b89cb23d88e0b816
images/s038.png,0,0.78525987424621457,0.89262993712310723,0e67ebab11aa11c5af0e905fc6311c2e106057949efe6fe7d0b303255d118efc
